LaboratoryName,PrimeAddress,City,State,Country,,,,,,,,,,,,,,,,,,
UTTAM (BHARAT) ELECTRICALS PRIVATE LIMITED,"B-189 / A, ROAD NO. 9 (F), VKI AREA",Jaipur,Rajasthan,India,,,,,,,,,,,,,,,,,,
"VALEO INDIA PRIVATE LIMITED, EMC LABORATORY","CEE DEE YES IT PARKS, GROUND FLOOR NO.63, RAJIV GANDHI SALAI, NAVALUR",Chennai,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
VALIDATE INDIA PRIVATE LIMITED,"PLOT NO. 122, SECTOR-6, IMT MANESAR",Gurgaon,Haryana,India,,,,,,,,,,,,,,,,,,
VARDHAMANA TESTING LABORATORY OPC PVT LTD,"PLOT NO. 403, UDYOG KENDRA EXTN-II, SECTOR-ECOTECH-3",Greater Noida,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
VARDHMAN STAMPINGS PVT. LTD.,"SURVEY NO. 132/C, IRANA ROAD, BUDASAN VILLAGE, KALOL-KADI ROAD",Kadi,Gujarat,India,,,,,,,,,,,,,,,,,,
VARROC ENGINEERING LTD,"C.T.S. NO. 4270, ELPRO COMPOUND, TALUKA- HAVELI, CHINCHWADGAON",Pune,Maharashtra,India,,,,,,,,,,,,,,,,,,
VEDANTA LIMITED (QUALITY ASSURANCE LABORATORY),"PLANT-2, SEZ, AT: BHURKHAMUNDA",Jharsuguda,Odisha,India,,,,,,,,,,,,,,,,,,
VENKATESWARA ELECTRICAL INDUSTRIES PRIVATE LTD,"NO. 75, KUNDRATHUR MAIN ROAD, PORUR",Chennai,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
"VIJAI ELECTRICALS LTD., TRANSFORMER TESTING LABORATORY","PLOT NO. 1A , SEC-12, IIE SIDCUL, BHEL",Haridwar,Uttarakhand,India,,,,,,,,,,,,,,,,,,
VIKRAM SOLAR LIMITED,"SPECIAL ECONOMIC ZONE, SECTOR-2, FALTA",24 Parganas (s),West Bengal,India,,,,,,,,,,,,,,,,,,
VIMTA LABS LIMITED,"PLOT NO 05, MN PARK, GENOME VALLEY",Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,
VIMTA LABS LIMITED,"PLOT NO.:11/6, ROAD NO.9, IDA NACHARAM, KEESARA",Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,
VIN POWER ELECTRO PRODUCT,"H-413A, H-413B, SARNA DUNGAR INDUSTRIAL AREA, SARNA DUNGER",Jaipur,Rajasthan,India,,,,,,,,,,,,,,,,,,
VIRTUOSO OPTOELECTRONICS LIMITED - TESTING LABORATORY,"64-B-1, MIDC AREA, SATPUR",Nashik,Maharashtra,India,,,,,,,,,,,,,,,,,,
VISHAL TRANSFORMERS AND SWITCHGEARS PRIVATE LIMITED,"561/3 RITHANI, INDUSTRIAL ESTATE PARTAPUR, DELHI ROAD",Meerut,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
"VISTA TESTING LAB, VISTA CONSOLES ELECTRONICS PRIVATE LIMITED","B-103, SECTOR 67",Noida,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
"VISTEON INDIA PRODUCT RELIABILITY ASSURANCE LAB (VIPRA), VISTEON ELECTRONICS INDIA PVT. LTD.","KEELAKARANAI VILLAGE,MALROSAPURAM POST,MARAIMALAI NAGAR,CHENGALPATTU",Chennai,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
VOLTAMP TRANSFORMERS LIMITED UNIT-2 (DRY TYPE TRANSFORMER TESTING LABORATORY),"VADADALA, JAROD SAMLAYA ROAD, POST GHARDIYA, TALUKA SAVALI",Vadodara,Gujarat,India,,,,,,,,,,,,,,,,,,
VOLTAMP TRANSFORMERS LTD. UNIT-2,"VILLAGE VADADALA, JAROD, SAMALAYA ROAD",Vadodara,Gujarat,India,,,,,,,,,,,,,,,,,,
VOLTECH MANUFACTURING COMPANY PRIVATE LIMITED,"212/1,212/2,213/3, PILLAIPAKKAM VILLAGE",Kanchipuram,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
VPK ELECTRICAL TESTING CENTER LLP,"2ND FLOOR, A8 DEVYANINAGAR, KALADARSHAN CHAR RASTA, WAGHODIA ROAD",Vadodara,Gujarat,India,,,,,,,,,,,,,,,,,,
"VVDN TEST LABORATORY, VVDN TECHNOLOGIES PRIVATE LIMITED","CP-07, SECTOR 8, IMT MANESAR",Gurgaon,Haryana,India,,,,,,,,,,,,,,,,,,
"VYAS LAB, KIMBAL","BUILDING NO.-20, THINK NEXT VILLAGE, KNOWLEDGE PARK - III, GAUTAMBUDDHA NAGAR",Greater Noida,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
WABTEC LAB (WABTEC INDIA INDUSTRIAL PRIVATE LIMITED),"NO 130, EPIP PHASE 2, KIADB INDUSTRIAL AREA, WHITEFIELD",Bengaluru,Karnataka,India,,,,,,,,,,,,,,,,,,
"WASHING MACHINE PA LAB, HAIER APPLIANCES (INDIA) PRIVATE LIMITED","PLOT NO H-6, DMIC INTEGRATED INDUSTRIAL TOWNSHIP",Greater Noida,Uttar Pradesh,India,,,,,,,,,,,,,,,,,,
WASHING MACHINE TESTING LABORATORY,"GODREJ & BOYCE MFG. CO. LTD, NAVROJI GODREJ R & D CENTRE",Pune,Maharashtra,India,,,,,,,,,,,,,,,,,,
"WASHSYSTEM LAB , WHIRLPOOL OF INDIA LIMITED",THIRUBUVANAI,Puducherry,Puducherry,India,,,,,,,,,,,,,,,,,,
WINAMR SYSTEMS TEST LAB,"45/3, DLR ENCLAVE, MADHAVAPURI COLONY",Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,
"WIND TURBINE TEST STATION, NATIONAL INSTITUTE OF WIND ENERGY",KAYATHAR DEVARKULAM ROAD,Kayattar,Tamil Nadu,India,,,,,,,,,,,,,,,,,,
"WIPRO GE HEALTHCARE PVT. LTD., TESTING LABORATORY","JOHN F WELCH TECHNOLOGY CENTER, # 122, PHASE -5, EPIP-2",Bengaluru,Karnataka,India,,,,,,,,,,,,,,,,,,
WORLD ONE INSTRUMENTS PRIVATE LIMITED ENVIRONMENTAL TESTING LABORATORY,"522, IV PHASE, PEENYA INDUSTRIAL AREA",Bengaluru,Karnataka,India,,,,,,,,,,,,,,,,,,
XIOTA TESTING LABORATORY,"B24, ITI INDUSTRIAL AREA, 3 CROSS, MAHADEVAPURA",Bengaluru,Karnataka,India,,,,,,,,,,,,,,,,,,
YADAV MEASUREMENTS PRIVATE LIMITED,"PLOT NO. F373-375, RIICO, BHAMASHAH INDUSTRIAL AREA",Udaipur,Rajasthan,India,,,,,,,,,,,,,,,,,,
"YASH HIGHVOLTAGE LABORATORY,YASH HIGHVOLTAGE LIMITED","84/1B, P.O. KHAKHARIYA",Vadodara,Gujarat,India,,,,,,,,,,,,,,,,,,
YASH METROLOGY LABORATORY PRIVATE LIMITED,"93/E, SECTOR-5, GANDHI NAGAR",Chittaurgarh,Rajasthan,India,,,,,,,,,,,,,,,,,,
YATHVA ENERGY SOLUTIONS PRIVATE LIMITED,"TEST LAB: H. NO. 32-10-7/16/SF-302, VENKATESWARA COLONY, REVENUE WARD 65",Visakhapatnam,Andhra Pradesh,India,,,,,,,,,,,,,,,,,,
YATHVA ENERGY SOLUTIONS PVT LTD,"4TH FLOOR, H.NO. 2-1-53/4, ELLAMMABANDA, KUKATPALLY",Hyderabad,Telangana,India,,,,,,,,,,,,,,,,,,
ZTT INDIA PRIVATE LIMITED,"956, JEEDI DRIVE, SECTOR 28, SRI CITY, SATYAVEDU MANDAL",Chittoor,Andhra Pradesh,India,,,,,,,,,,,,,,,,,,
